"peak","WT_colon_rep1","WT_colon_rep2","WT_colon_rep3","Kras_colon_rep1","Kras_colon_rep2","ensembl_gene_id"
"chr1:9631646-9631819",6.1633816542716,10.1145369958125,9.10063633944727,12.5339132510352,13.341294406217,"ENSMUSG00000079671"
"chr1:9699618-9700906",197.913033120499,250.166215029764,182.840057365259,156.67391563794,126.742296859062,"ENSMUSG00000025912"
"chr1:9746931-9748871",369.118079072488,421.439041492189,341.687528017429,286.713265617431,263.490564522786,"ENSMUSG00000045210"
"chr1:9749426-9749595",4.79374128665569,11.4631419285876,5.79131403419372,9.40043493827643,10.0059708046628,
"chr1:9797851-9798643",30.816908271358,39.1095430504752,35.5752147814757,40.7352180658645,38.356221417874,"ENSMUSG00000025915"
"chr1:9847788-9848517",53.4159743370205,43.8296603151877,46.3305122735498,29.7680439712087,31.6855742147655,"ENSMUSG00000025915"
"chr1:9908604-9908728",1.36964036761591,3.37151233193751,1.65466115262678,12.5339132510352,3.33532360155426,"ENSMUSG00000046101"
"chr1:9943701-9944609",115.049790879736,133.511888344726,96.7976774286664,65.803044567935,100.059708046628,
"chr1:9967009-9968317",48.6222330503648,51.2469874454502,52.1218263077435,48.5689138477615,51.697515824091,"ENSMUSG00000099032"
"chr1:9986079-9986177",4.10892110284773,7.41732713026253,7.4459751868205,4.70021746913821,3.33532360155426,"ENSMUSG00000025916"
"chr1:10037421-10038243",60.2641761751001,64.0587343068128,47.1578428498631,64.2363054115556,51.697515824091,"ENSMUSG00000056763"
"chr1:10038995-10040397",182.162168892916,188.130388122113,182.840057365259,137.873045761388,145.08657666761,"ENSMUSG00000056763"
"chr1:10046788-10046869",3.42410091903978,2.02290739916251,4.96398345788033,3.13347831275881,0,"ENSMUSG00000056763"
"chr1:10056491-10056660",2.05446055142387,6.06872219748753,12.4099586447008,0,5.00298540233139,"ENSMUSG00000056763"
"chr1:10113128-10113197",2.73928073523182,2.02290739916251,4.96398345788033,7.83369578189702,3.33532360155426,"ENSMUSG00000056763"
"chr1:10114758-10114845",6.1633816542716,4.04581479832502,2.48199172894017,0,0,"ENSMUSG00000056763"
"chr1:10115543-10115625",0,2.69720986555001,0,4.70021746913821,15.0089562069942,"ENSMUSG00000056763"
"chr1:10125175-10126220",16.4356844113909,14.1603517941376,28.1292395946552,29.7680439712087,25.0149270116569,"ENSMUSG00000056763"
"chr1:10126766-10127186",7.53302202188751,22.9262838571751,16.5466115262678,20.3676090329323,13.341294406217,"ENSMUSG00000056763"
"chr1:10128033-10129125",23.2838862494705,28.9950060546626,33.0932230525355,28.2013048148293,31.6855742147655,"ENSMUSG00000056763"
"chr1:10130845-10130939",2.05446055142387,6.74302466387503,6.61864461050711,10.9671740946558,3.33532360155426,"ENSMUSG00000056763"
"chr1:10142048-10142142",1.36964036761591,2.02290739916251,3.30932230525355,10.9671740946558,6.67064720310852,"ENSMUSG00000067851"
"chr1:10215103-10215192",2.73928073523182,4.04581479832502,4.13665288156694,7.83369578189702,3.33532360155426,"ENSMUSG00000067851"
"chr1:10231507-10233721",204.076414774771,237.354468168401,211.796627536227,162.940872263458,170.101503679267,"ENSMUSG00000067851"
"chr1:10478171-10478244",2.73928073523182,1.34860493277501,0.827330576313388,1.5667391563794,5.00298540233139,"ENSMUSG00000042501"
"chr1:10993265-10993613",15.750864227583,9.44023452942504,4.96398345788033,10.9671740946558,23.3472652108798,"ENSMUSG00000048960"
"chr1:12692423-12692528",3.42410091903978,7.41732713026253,2.48199172894017,3.13347831275881,11.6736326054399,"ENSMUSG00000016918"
"chr1:12718383-12718452",5.47856147046364,3.37151233193751,1.65466115262678,4.70021746913821,5.00298540233139,"ENSMUSG00000016918"
"chr1:12727717-12727803",0.684820183807955,2.69720986555001,0,6.26695662551762,15.0089562069942,"ENSMUSG00000016918"
"chr1:12990796-12991287",19.1749651466227,22.9262838571751,6.61864461050711,20.3676090329323,18.3442798085484,"ENSMUSG00000025938"
"chr1:12992172-12993094",49.3070532341728,33.7151233193751,32.2658924762221,43.8686963786233,51.697515824091,"ENSMUSG00000025938"
"chr1:13151047-13151593",8.90266238950342,13.4860493277501,15.7192809499544,17.2341307201735,16.6766180077713,"ENSMUSG00000005886"
"chr1:13300455-13302463",171.889866135797,119.351536550588,186.976710246826,177.041524670873,190.113445288593,"ENSMUSG00000005886"
"chr1:13372113-13374895",365.00915796964,420.764739025802,323.486255338535,305.514135493984,303.514447741438,"ENSMUSG00000005886"
"chr1:13589004-13590235",130.115834923512,150.369450004413,172.912090449498,106.5382626338,133.41294406217,"ENSMUSG00000025935"
"chr1:13639228-13639927",34.9258293742057,68.7788515715253,52.9491568840569,36.0350005967263,76.712442835748,"ENSMUSG00000025937"
"chr1:13658674-13661420",254.753108376559,292.647270412176,259.781800962404,238.144351769669,220.131357702581,"ENSMUSG00000025937"
"chr1:13668571-13669922",110.256049593081,128.117468613626,85.215049360279,81.470436131729,80.0477664373022,"ENSMUSG00000067813"
"chr1:14755195-14755951",23.9687064332784,17.5318641260751,10.755297492074,31.3347831275881,28.3502506132112,"ENSMUSG00000025930"
"chr1:15286399-15287024",25.3383468008943,21.5776789244001,41.3665288156694,25.0678265020705,16.6766180077713,"ENSMUSG00000092083"
"chr1:15805309-15806399",102.038207387385,99.1224625589629,78.5964047497719,37.6017397531057,51.697515824091,"ENSMUSG00000025925"
"chr1:15892444-15892798",21.9142458818546,14.8346542605251,17.3739421025812,12.5339132510352,20.0119416093256,"ENSMUSG00000032719"
"chr1:16092816-16093519",41.7740312122853,32.3665183866001,50.4671651551167,53.2691313168998,58.3681630271995,"ENSMUSG00000067795"
"chr1:16103704-16106718",369.802899256296,398.512757635014,391.327362596233,292.980222242949,366.885596170969,"ENSMUSG00000043716"
"chr1:16130097-16130306",5.47856147046364,4.72011726471252,10.755297492074,7.83369578189702,16.6766180077713,"ENSMUSG00000025921"
"chr1:16518570-16520165",119.158711982584,137.557703143051,153.056156617977,115.938697572076,101.727369847405,"ENSMUSG00000025920"
"chr1:16618426-16619838",126.006913820664,160.483987000226,126.581578175948,98.7045668519025,93.3890608435193,"ENSMUSG00000025939"
"chr1:16656400-16657579",187.64073036338,237.354468168401,190.286032552079,125.339132510352,173.436827280821,"ENSMUSG00000097744"
"chr1:16665011-16665870",45.882952315133,41.8067529160252,47.1578428498631,31.3347831275881,48.3621922225368,"ENSMUSG00000025940"
"chr1:16687033-16687107",6.1633816542716,1.34860493277501,2.48199172894017,1.5667391563794,3.33532360155426,"ENSMUSG00000025779"
"chr1:16687767-16689481",76.699860586491,61.3615244412628,65.3591155287577,75.2034795062114,68.3741338318623,"ENSMUSG00000025779"
"chr1:17096832-17098204",94.5051853654978,81.5905984328879,118.308272412815,92.4376102263849,96.7243844450735,"ENSMUSG00000042686"
"chr1:17145576-17145642",1.36964036761591,0.674302466387503,6.61864461050711,6.26695662551762,0,"ENSMUSG00000025777"
"chr1:19213981-19214171",2.05446055142387,12.1374443949751,2.48199172894017,12.5339132510352,6.67064720310852,"ENSMUSG00000025927"
"chr1:20617048-20617180",6.84820183807955,4.72011726471252,4.96398345788033,6.26695662551762,10.0059708046628,"ENSMUSG00000043760"
"chr1:20617861-20618560",26.0231669847023,45.1782652479627,26.4745784420284,42.3019572222439,36.6885596170969,"ENSMUSG00000043760"
"chr1:20670024-20670198",2.05446055142387,2.02290739916251,0.827330576313388,1.5667391563794,16.6766180077713,"ENSMUSG00000099906"
"chr1:20804831-20804901",2.73928073523182,0,4.96398345788033,9.40043493827643,1.66766180077713,"ENSMUSG00000041859"
"chr1:20819964-20820575",91.0810844464581,105.19118475645,39.7118676630426,31.3347831275881,43.3592068202054,"ENSMUSG00000041859"
"chr1:20890002-20892122",156.823822092022,177.341548659913,186.976710246826,205.242829485702,200.119416093256,"ENSMUSG00000025931"
"chr1:20921360-20921431",1.36964036761591,1.34860493277501,0.827330576313388,7.83369578189702,6.67064720310852,"ENSMUSG00000025931"
"chr1:20951421-20952126",39.7195706608614,51.9212899118377,33.9205536288489,32.9015222839675,51.697515824091,"ENSMUSG00000041809"
"chr1:21078148-21079886",180.107708341492,227.914233638976,164.638784686364,139.439784917767,218.463695901804,"ENSMUSG00000041779"
"chr1:21218236-21218977",65.7427376455637,72.1503639034628,57.0858097656238,67.3697837243144,68.3741338318623,"ENSMUSG00000025933"
"chr1:21240260-21241308",28.0776275361262,27.6464011218876,38.0572065104159,65.803044567935,78.3801046365251,"ENSMUSG00000025934"
"chr1:21298944-21299136",15.066044043775,14.1603517941376,23.9925867130883,23.5010873456911,11.6736326054399,"ENSMUSG00000025936"
"chr1:21368261-21368347",0,2.02290739916251,5.79131403419372,3.13347831275881,1.66766180077713,"ENSMUSG00000041722"
"chr1:21855883-21855956",2.05446055142387,3.37151233193751,6.61864461050711,3.13347831275881,1.66766180077713,"ENSMUSG00000028033"
"chr1:21960718-21962266",56.8400752560603,40.4581479832502,28.9565701709686,72.0700011934526,86.7184136404107,"ENSMUSG00000028033"
"chr1:22805359-22806394",36.2954697418216,37.0866356513127,32.2658924762221,45.4354355350027,30.0179124139883,"ENSMUSG00000041670"
"chr1:23102140-23102251",2.73928073523182,4.04581479832502,4.96398345788033,10.9671740946558,13.341294406217,"ENSMUSG00000073730"
"chr1:23379930-23380011",1.36964036761591,2.02290739916251,6.61864461050711,3.13347831275881,1.66766180077713,"ENSMUSG00000026158"
"chr1:23381030-23381150",0,8.09162959665004,2.48199172894017,3.13347831275881,1.66766180077713,"ENSMUSG00000026158"
"chr1:23382558-23383662",214.34871753189,269.046684088614,188.631371399453,164.507611419837,143.418914866833,"ENSMUSG00000026158"
"chr1:23396627-23396715",6.84820183807955,8.09162959665004,3.30932230525355,1.5667391563794,8.33830900388565,"ENSMUSG00000026158"
"chr1:23761018-23761083",0,2.69720986555001,4.13665288156694,3.13347831275881,3.33532360155426,"ENSMUSG00000026156"
"chr1:23761748-23761927",8.90266238950342,6.06872219748753,5.79131403419372,14.1006524074146,3.33532360155426,"ENSMUSG00000026156"
"chr1:23762836-23763478",30.816908271358,39.7838455168627,47.9851734261765,37.6017397531057,40.0238832186511,"ENSMUSG00000026156"
"chr1:23910148-23910750",14.3812238599671,39.1095430504752,22.3379255604615,28.2013048148293,15.0089562069942,"ENSMUSG00000026155"
"chr1:23920445-23922566",171.889866135797,206.336554714576,191.113363128393,141.006524074146,130.077620460616,"ENSMUSG00000026155"
"chr1:23923163-23923792",19.8597853304307,16.1832591933001,22.3379255604615,18.8008698765529,31.6855742147655,"ENSMUSG00000026155"
"chr1:24005174-24005913",72.5909394836433,82.9392033656629,73.6324212918916,57.969348786038,51.697515824091,"ENSMUSG00000026154"
"chr1:24099225-24101515",182.162168892916,200.942134983476,185.322049094199,156.67391563794,145.08657666761,"ENSMUSG00000026153"
"chr1:24194857-24194932",3.42410091903978,2.02290739916251,4.96398345788033,4.70021746913821,1.66766180077713,"ENSMUSG00000026147"
"chr1:24677630-24679381",168.465765216757,246.120400231439,175.394082178438,134.739567448629,110.065678851291,"ENSMUSG00000073725"
"chr1:25830032-25830345",16.4356844113909,15.5089567269126,23.9925867130883,17.2341307201735,6.67064720310852,"ENSMUSG00000033569"
"chr1:28780295-28780364",2.73928073523182,6.06872219748753,1.65466115262678,7.83369578189702,5.00298540233139,"ENSMUSG00000048411"
"chr1:30812898-30812975",0,0.674302466387503,3.30932230525355,3.13347831275881,10.0059708046628,"ENSMUSG00000048874"
"chr1:30872892-30874297",135.594396393975,145.649332739701,134.027553362769,103.404784321041,116.736326054399,"ENSMUSG00000048874"
"chr1:30943734-30943815",4.10892110284773,6.74302466387503,4.96398345788033,3.13347831275881,1.66766180077713,
"chr1:30944471-30944559",2.05446055142387,6.06872219748753,3.30932230525355,0,1.66766180077713,
"chr1:30945236-30945496",31.5017284551659,28.9950060546626,22.3379255604615,21.9343481893117,25.0149270116569,"ENSMUSG00000026064"
"chr1:30947276-30947385",4.79374128665569,6.74302466387503,3.30932230525355,1.5667391563794,11.6736326054399,"ENSMUSG00000026064"
"chr1:30948591-30950401",273.928073523182,333.779720861814,215.105949841481,167.641089732596,160.095532874604,"ENSMUSG00000026064"
"chr1:32172473-32172930",39.0347504770535,18.8804690588501,33.9205536288489,23.5010873456911,35.0208978163197,"ENSMUSG00000026058"
"chr1:33669508-33670617",56.1552550722523,74.8475737690128,73.6324212918916,61.1028270987968,65.0388102303081,"ENSMUSG00000026134"
"chr1:33719698-33720497",110.256049593081,145.649332739701,115.826280683874,86.1706536008672,88.3860754411879,"ENSMUSG00000004768"
"chr1:33736429-33736502",0.684820183807955,1.34860493277501,1.65466115262678,0,8.33830900388565,"ENSMUSG00000004768"
"chr1:33738568-33739579",32.8713688227819,27.6464011218876,43.0211899682962,31.3347831275881,31.6855742147655,"ENSMUSG00000004768"
"chr1:33748042-33748128",4.79374128665569,3.37151233193751,2.48199172894017,12.5339132510352,3.33532360155426,"ENSMUSG00000042215"
"chr1:33756542-33758828",69.1668385646035,69.4531540379128,110.862297225994,103.404784321041,85.0507518396336,"ENSMUSG00000042215"
"chr1:33813586-33814934",91.0810844464581,86.3107156976004,101.761660886547,95.5710885391437,93.3890608435193,"ENSMUSG00000042197"
"chr1:33907506-33908112",23.9687064332784,16.8575616596876,20.6832644078347,25.0678265020705,30.0179124139883,"ENSMUSG00000042182"
"chr1:34006369-34006509",6.84820183807955,2.69720986555001,5.79131403419372,6.26695662551762,3.33532360155426,"ENSMUSG00000026131"
"chr1:34011070-34011983",31.5017284551659,33.0408208529876,33.9205536288489,43.8686963786233,50.0298540233139,"ENSMUSG00000026131"
"chr1:34077164-34077597",17.8053247790068,10.1145369958125,14.0646197973276,12.5339132510352,23.3472652108798,"ENSMUSG00000026131"
"chr1:34116634-34116705",2.73928073523182,5.39441973110002,3.30932230525355,7.83369578189702,5.00298540233139,"ENSMUSG00000105982"
"chr1:34117246-34117326",4.79374128665569,5.39441973110002,2.48199172894017,4.70021746913821,10.0059708046628,"ENSMUSG00000105982"
"chr1:34118185-34118384",8.90266238950342,12.1374443949751,9.92796691576066,20.3676090329323,6.67064720310852,"ENSMUSG00000105982"
"chr1:34120013-34124297",380.760022197223,470.663121538477,372.298759341025,308.647613806743,366.885596170969,"ENSMUSG00000026131"
"chr1:34236248-34236752",76.699860586491,105.865487222838,72.8050907155782,45.4354355350027,53.3651776248682,"ENSMUSG00000026131"
"chr1:34257818-34258068",8.90266238950342,10.1145369958125,11.5826280683874,6.26695662551762,10.0059708046628,"ENSMUSG00000026131"
"chr1:34258796-34259303",9.58748257331137,6.74302466387503,16.5466115262678,12.5339132510352,5.00298540233139,"ENSMUSG00000026131"
"chr1:34293383-34293599",10.9571229409273,4.72011726471252,4.13665288156694,17.2341307201735,8.33830900388565,"ENSMUSG00000026131"
"chr1:34295141-34295219",1.36964036761591,2.02290739916251,2.48199172894017,4.70021746913821,10.0059708046628,"ENSMUSG00000026131"
"chr1:34432200-34435200",180.107708341492,195.547715252376,205.17798292572,202.109351172943,168.43384187849,"ENSMUSG00000092852"
"chr1:34437264-34437881",17.8053247790068,23.6005863235626,18.2012726788945,39.1684789094851,30.0179124139883,"ENSMUSG00000042111"
"chr1:34438516-34440294",265.710231317487,269.046684088614,185.322049094199,170.774568045355,151.757223870719,"ENSMUSG00000026127"
"chr1:34458344-34460635",225.990660656625,237.354468168401,224.206586180928,180.175002983632,165.098518276936,"ENSMUSG00000026126"
"chr1:34462247-34463860",71.2212991160274,57.3157096429378,62.0497932235041,67.3697837243144,93.3890608435193,"ENSMUSG00000026126"
"chr1:34471527-34473723",104.777488122617,91.0308329623129,87.6970410892192,134.739567448629,123.406973257508,"ENSMUSG00000026126"
"chr1:34535592-34535712",2.05446055142387,2.02290739916251,2.48199172894017,14.1006524074146,3.33532360155426,"ENSMUSG00000026124"
"chr1:34579461-34579786",32.1865486389739,21.5776789244001,26.4745784420284,25.0678265020705,31.6855742147655,"ENSMUSG00000045174"
"chr1:34677851-34678215",13.0115834923512,18.2061665924626,19.8559338315213,14.1006524074146,23.3472652108798,"ENSMUSG00000037509"
"chr1:34678770-34679011",6.84820183807955,3.37151233193751,12.4099586447008,14.1006524074146,8.33830900388565,"ENSMUSG00000037509"
"chr1:34750277-34750899",14.3812238599671,14.8346542605251,16.5466115262678,9.40043493827643,13.341294406217,"ENSMUSG00000037509"
"chr1:34801358-34802615",56.8400752560603,62.7101293740378,71.1504295629514,43.8686963786233,88.3860754411879,"ENSMUSG00000037509"
"chr1:34840127-34843669",157.50864227583,166.552709197713,172.912090449498,161.374133107079,183.442798085484,"ENSMUSG00000037503"
"chr1:34848756-34853142",402.674268079078,457.177072210727,406.219312969874,394.81826740761,388.565199581071,"ENSMUSG00000026123"
"chr1:36062102-36084778",1602.47923011062,1724.86570901923,1550.41750001129,1538.53785156458,1664.32647717558,"ENSMUSG00000045216"
"chr1:36143831-36144113",11.6419431247352,7.41732713026253,12.4099586447008,9.40043493827643,13.341294406217,"ENSMUSG00000098752"
"chr1:36144678-36144759",6.84820183807955,2.02290739916251,1.65466115262678,4.70021746913821,1.66766180077713,"ENSMUSG00000098752"
"chr1:36149551-36150263",17.8053247790068,17.5318641260751,26.4745784420284,23.5010873456911,16.6766180077713,"ENSMUSG00000037470"
"chr1:36164147-36164275",8.90266238950342,5.39441973110002,3.30932230525355,1.5667391563794,6.67064720310852,"ENSMUSG00000037470"
"chr1:36182143-36182220",2.05446055142387,1.34860493277501,0.827330576313388,3.13347831275881,0,"ENSMUSG00000037470"
"chr1:36209889-36209958",2.05446055142387,0.674302466387503,7.4459751868205,4.70021746913821,3.33532360155426,"ENSMUSG00000037470"
"chr1:36243019-36246095",212.294256980466,214.428184311226,194.422685433646,198.975872860184,205.122401495587,"ENSMUSG00000037470"
"chr1:36268592-36278387",1069.00430692422,1260.27130967824,924.955584318368,935.343276358504,1007.26772766939,"ENSMUSG00000047180"
"chr1:36307197-36313991",369.802899256296,327.710998664326,307.76697438858,350.949571028987,351.876639963974,"ENSMUSG00000037447"
"chr1:36315542-36318700",95.8748257331138,97.7738576261879,93.4883551234129,103.404784321041,140.083591265279,"ENSMUSG00000037447"
"chr1:36348338-36349315",26.0231669847023,26.9720986555001,24.8199172894017,23.5010873456911,25.0149270116569,"ENSMUSG00000098680"
"chr1:36366851-36367052",12.3267633085432,8.76593206303754,6.61864461050711,10.9671740946558,13.341294406217,"ENSMUSG00000010453"
"chr1:36367674-36369676",187.64073036338,200.942134983476,196.904677162586,153.540437325182,150.089562069942,"ENSMUSG00000010453"
"chr1:36372130-36372196",0.684820183807955,2.02290739916251,4.96398345788033,7.83369578189702,0,"ENSMUSG00000037432"
"chr1:36416081-36416162",2.73928073523182,4.04581479832502,7.4459751868205,7.83369578189702,3.33532360155426,"ENSMUSG00000037432"
"chr1:36416747-36416864",5.47856147046364,8.09162959665004,0.827330576313388,3.13347831275881,3.33532360155426,"ENSMUSG00000037432"
"chr1:36428553-36428697",3.42410091903978,8.76593206303754,7.4459751868205,7.83369578189702,1.66766180077713,"ENSMUSG00000001143"
"chr1:36442382-36442525",2.73928073523182,2.02290739916251,9.92796691576066,3.13347831275881,5.00298540233139,"ENSMUSG00000001143"
"chr1:36444553-36445758",88.3418037112262,118.002931617813,71.9777601392648,83.0371752881084,68.3741338318623,"ENSMUSG00000001143"
"chr1:36467322-36487450",1656.58002463144,1859.72620229673,1616.60394611636,1350.52915279905,1367.48267663725,"ENSMUSG00000037408"
"chr1:36489770-36516861",1907.90903208896,2107.86950992733,1840.81053229729,1616.87480938355,1701.01503679267,"ENSMUSG00000001138"
"chr1:36519884-36520540",18.4901449628148,8.76593206303754,19.0286032552079,28.2013048148293,20.0119416093256,"ENSMUSG00000001138"
"chr1:36521207-36522561",28.0776275361262,43.1553578488002,40.539198239356,48.5689138477615,43.3592068202054,"ENSMUSG00000001138"
"chr1:36534386-36536244",83.5480624245705,61.3615244412628,86.8697105129058,81.470436131729,88.3860754411879,"ENSMUSG00000067653"
"chr1:36537073-36537875",18.4901449628148,24.2748887899501,18.2012726788945,20.3676090329323,16.6766180077713,"ENSMUSG00000067653"
"chr1:36539252-36539501",13.0115834923512,16.1832591933001,12.4099586447008,9.40043493827643,11.6736326054399,"ENSMUSG00000067653"
"chr1:36540736-36542076",28.0776275361262,22.2519813907876,38.8845370867293,20.3676090329323,43.3592068202054,"ENSMUSG00000079610"
"chr1:36543090-36543156",2.73928073523182,2.02290739916251,5.79131403419372,3.13347831275881,6.67064720310852,"ENSMUSG00000079610"
"chr1:36545128-36550829",358.845776315369,356.031702252602,277.155743064985,296.113700555707,273.496535327449,"ENSMUSG00000079610"
"chr1:36551562-36553678",63.6882770941398,52.5955923782252,66.1864461050711,101.838045164661,86.7184136404107,"ENSMUSG00000026121"
"chr1:36554189-36554438",13.6964036761591,14.1603517941376,9.10063633944727,14.1006524074146,11.6736326054399,"ENSMUSG00000026121"
"chr1:36555260-36560061",254.068288192751,229.937141038139,253.163156351897,288.28000477381,311.852756745323,"ENSMUSG00000026121"
"chr1:36587270-36587380",2.05446055142387,3.37151233193751,3.30932230525355,14.1006524074146,6.67064720310852,"ENSMUSG00000046337"
"chr1:36588419-36589795",58.2097156236762,42.4810553824127,58.7404709182506,70.5032620370732,66.7064720310852,"ENSMUSG00000046337"
"chr1:36592731-36592908",4.10892110284773,4.72011726471252,9.10063633944727,17.2341307201735,5.00298540233139,"ENSMUSG00000046337"
"chr1:36599319-36599414",8.21784220569546,6.74302466387503,4.96398345788033,4.70021746913821,6.67064720310852,"ENSMUSG00000046337"
"chr1:36600161-36600381",9.58748257331137,6.06872219748753,7.4459751868205,20.3676090329323,3.33532360155426,"ENSMUSG00000046337"
"chr1:36601387-36601455",2.73928073523182,5.39441973110002,1.65466115262678,4.70021746913821,1.66766180077713,"ENSMUSG00000046337"
"chr1:36682997-36683195",10.9571229409273,8.76593206303754,8.27330576313388,9.40043493827643,5.00298540233139,"ENSMUSG00000046337"
"chr1:36683984-36685295",46.567772498941,69.4531540379128,91.0063633944727,95.5710885391437,71.7094574334166,"ENSMUSG00000046337"
"chr1:36689727-36700721",486.222330503648,585.96884329074,566.721444774671,470.021746913821,465.277642416819,"ENSMUSG00000061518"
"chr1:36701309-36702591",29.4472679037421,33.0408208529876,29.783900747282,45.4354355350027,30.0179124139883,"ENSMUSG00000037351"
"chr1:36705020-36710694",332.137789146858,327.710998664326,292.87502401494,292.980222242949,285.170167932889,"ENSMUSG00000037351"
"chr1:36714074-36714360",5.47856147046364,13.4860493277501,5.79131403419372,6.26695662551762,6.67064720310852,"ENSMUSG00000037351"
"chr1:36744309-36744944",10.9571229409273,15.5089567269126,26.4745784420284,21.9343481893117,18.3442798085484,"ENSMUSG00000102416"
"chr1:36761911-36762040",3.42410091903978,8.09162959665004,0.827330576313388,6.26695662551762,10.0059708046628,"ENSMUSG00000026117"
"chr1:36767356-36767554",11.6419431247352,8.09162959665004,9.92796691576066,0,3.33532360155426,"ENSMUSG00000026117"
"chr1:36771768-36771847",6.1633816542716,1.34860493277501,1.65466115262678,0,5.00298540233139,"ENSMUSG00000026117"
"chr1:36778347-36778436",4.10892110284773,4.04581479832502,6.61864461050711,6.26695662551762,5.00298540233139,"ENSMUSG00000026117"
"chr1:36779329-36779512",12.3267633085432,4.72011726471252,7.4459751868205,10.9671740946558,8.33830900388565,"ENSMUSG00000026117"
"chr1:36809198-36809608",14.3812238599671,6.06872219748753,14.0646197973276,14.1006524074146,18.3442798085484,"ENSMUSG00000026116"
"chr1:36810629-36810914",7.53302202188751,12.1374443949751,4.96398345788033,9.40043493827643,3.33532360155426,"ENSMUSG00000026116"
"chr1:36824359-36824460",6.84820183807955,5.39441973110002,1.65466115262678,4.70021746913821,3.33532360155426,"ENSMUSG00000026116"
"chr1:36825046-36825564",9.58748257331137,6.06872219748753,12.4099586447008,7.83369578189702,10.0059708046628,"ENSMUSG00000026116"
"chr1:36938888-36944641",349.943113925865,401.209967500564,330.104899949042,269.479134897258,313.5204185461,"ENSMUSG00000026116"
"chr1:37022811-37033317",531.420462634973,544.162090374715,531.973560569509,537.391530638136,575.34332126811,"ENSMUSG00000050122"
"chr1:37033850-37035189",73.9605798512592,74.1732713026253,64.5317849524443,61.1028270987968,78.3801046365251,"ENSMUSG00000050122"
"chr1:37035747-37036236",22.5990660656625,12.1374443949751,18.2012726788945,14.1006524074146,20.0119416093256,"ENSMUSG00000050122"
"chr1:37135226-37135409",4.79374128665569,2.69720986555001,13.2372892210142,1.5667391563794,5.00298540233139,"ENSMUSG00000050122"
"chr1:37218362-37218676",10.9571229409273,10.1145369958125,9.10063633944727,25.0678265020705,11.6736326054399,"ENSMUSG00000026114"
"chr1:37298735-37301259",164.356844113909,155.089567269126,136.509545091709,123.772393353973,133.41294406217,"ENSMUSG00000026113"
"chr1:37356141-37360876",128.061374372088,136.883400676663,184.494718517886,175.474785514493,158.427871073827,"ENSMUSG00000026113"
"chr1:37368431-37368795",14.3812238599671,6.06872219748753,7.4459751868205,9.40043493827643,11.6736326054399,"ENSMUSG00000026113"
